what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Oracle Corporation",1361323943460
java.specification.version,sysinfo,,,"1.7",1361323943460
java.vendor,sysinfo,,,"Oracle Corporation",1361323943460
java.version,sysinfo,,,"1.7.0_11",1361323943460
java.vm.info,sysinfo,,,"mixed mode",1361323943460
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1361323943460
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1361323943460
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1361323943460
java.vm.specification.version,sysinfo,,,"1.7",1361323943460
java.vm.vendor,sysinfo,,,"Oracle Corporation",1361323943460
java.vm.version,sysinfo,,,"23.6-b04",1361323943460
started,bundle,org.eclipse.wb.discovery.ui,1.2.0.r36x201109270333,"org.eclipse.wb.discovery.ui",1361323943757
started,bundle,com.google.gdt.eclipse.designer,2.5.0.r36x201112291029,"com.google.gdt.eclipse.designer",1361323943799
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1361323943835
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.5.0.r36x201112291029,"com.google.gdt.eclipse.designer.UiBinder",1361323943839
started,bundle,org.eclipse.cdt.codan.ui.cxx,1.0.0.201102110609,"org.eclipse.cdt.codan.ui.cxx",1361323943843
started,bundle,org.eclipse.cdt.scripting,1.0.0.201102110609,"org.eclipse.cdt.scripting",1361323943907
started,bundle,org.eclipse.mylyn.team.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.team.ui",1361323943914
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1361323943916
started,bundle,org.eclipse.cdt.core.tests,5.2.1.201102110609,"org.eclipse.cdt.core.tests",1361323943924
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1361323943942
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1361323943986
started,bundle,org.eclipse.dltk.core,2.0.1.v20100806-1245,"org.eclipse.dltk.core",1361323944021
started,bundle,org.eclipse.dltk.launching,2.0.0.v20100806-1245,"org.eclipse.dltk.launching",1361323944050
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1361323944066
started,bundle,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui",1361323944070
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20101001-2300,"org.eclipse.php.debug.daemon",1361323944075
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1361323944117
started,bundle,org.eclipse.cdt.ui.tests,5.1.1.201102110609,"org.eclipse.cdt.ui.tests",1361323944151
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1361323944260
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1361323944268
started,bundle,org.eclipse.php.server.core,2.2.0.v20101001-2300,"org.eclipse.php.server.core",1361323944269
started,bundle,org.eclipse.php.core,2.2.1.v20101001-2300,"org.eclipse.php.core",1361323944275
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1361323944282
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1361323944297
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1361323944298
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201102110609,"org.eclipse.cdt.codan.core.cxx",1361323944299
started,bundle,org.eclipse.cdt.codan.core,1.0.0.201102110609,"org.eclipse.cdt.codan.core",1361323944300
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1361323944417
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1361323944432
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1361323944452
started,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1361323944584
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1361323945063
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1361323945206
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1361323945217
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1361323945230
started,bundle,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui",1361323945233
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361323945601
started,bundle,org.eclipse.dltk.core.index.sql,2.0.1.v20100909-1720,"org.eclipse.dltk.core.index.sql",1361323945696
started,bundle,org.eclipse.dltk.core.index.sql.h2,2.0.1.v20100909-1720,"org.eclipse.dltk.core.index.sql.h2",1361323946372
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361323946839
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1361323948893
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1361323948942
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1361323948964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361323952711
started,bundle,com.google.gdt.eclipse.platform.shared,2.5.1.v201201120043-rel-r36,"com.google.gdt.eclipse.platform.shared",1361323978511
started,bundle,com.google.gdt.eclipse.platform.e36,2.5.1.v201201120043-rel-r36,"com.google.gdt.eclipse.platform.e36",1361323978511
started,bundle,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core",1361323978745
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1361323978841
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1361323980552
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1361323980777
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361323980936
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1361323982017
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1361323982519
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1361323982558
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1361323982600
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1361323982636
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361323982688
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1361323982971
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1361323983236
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1361323983569
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361323983863
started,bundle,com.google.appengine.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.appengine.eclipse.core",1361323984116
started,bundle,com.google.gdt.eclipse.appengine.rpc,2.5.1.v201201120043-rel-r36,"com.google.gdt.eclipse.appengine.rpc",1361323984139
started,bundle,com.google.gdt.eclipse.designer.hosted,2.5.0.r36x201112291019,"com.google.gdt.eclipse.designer.hosted",1361323984227
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361323984239
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1361323984353
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1361323984423
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361323984652
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361323984975
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361323985130
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361323985478
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361323985695
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361323985851
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1361323985854
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361323986423
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1361323987042
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1361323987082
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1361323987198
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361323989006
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361323991510
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324000835
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324005917
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324005918
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1361324006755
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324008400
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1361324015305
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324015305
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324017194
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324023316
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1361324050649
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324050663
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324052165
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1361324061803
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1361324061859
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1361324061909
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1361324062065
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1361324062137
started,bundle,com.google.gdt.eclipse.suite,2.5.1.v201201120043-rel-r36,"com.google.gdt.eclipse.suite",1361324069956
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1361324070025
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324070332
error,log,,,"Unhandled event loop exception",1361324074531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324074584
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324085378
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324086033
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324087388
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324108215
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324108487
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324127425
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324128774
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324128774
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324130140
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1361324130817
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324130817
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1361324131579
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1361324131579
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324134159
started,bundle,com.google.gdt.eclipse.maven,2.5.1.v201201120043-rel-r36,"com.google.gdt.eclipse.maven",1361324149355
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1361324150167
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1361324150215
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1361324150271
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1361324150298
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1361324150436
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1361324150490
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1361324150569
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1361324150572
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1361324150584
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1361324150778
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1361324150783
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1361324150907
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324154676
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324157946
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324166261
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361324167600
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324173512
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361324181060
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324183138
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324183343
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1361324183439
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1361324183546
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324186024
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1361324186651
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1361324190092
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1361324194970
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324195212
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324195445
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1361324195474
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361324196987
